,Jaccard_0,Jaccard_1,BMA - resident memory T cell_0,BMA - resident memory T cell_1,JEJEPI - naive T cell_0,JEJEPI - naive T cell_1,LLN - natural killer cell_0,LLN - natural killer cell_1,LNG - alveolar macrophage_0,LNG - alveolar macrophage_1,SPL - memory B cell_0,SPL - memory B cell_1,Description,Gene.set,Gene.set.color,gene.set,gene.set.color,ID
874,10.498322,12.356805,-3.9053695,-20.800995,-4.5395446,-13.402674,-12.697924,-3.1130035,1.2976813,2.774414,-4.8844976,2.7804523,GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
875,8.49752,13.648562,-4.0858054,-20.815931,-1.1084671,-14.221356,-15.929757,-9.117157,1.9904461,3.2484941,-14.246651,3.6109016,GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
876,5.81934,5.162993,-4.631914,-20.661325,-1.0359027,-14.11049,-16.320082,-9.27778,1.1963187,3.6582375,-6.3337584,1.6180172,GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MONOCYTE_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
877,7.3714533,6.662635,-7.3417635,-18.164684,-1.0405302,-11.857438,-15.779026,-9.386985,4.2908406,3.8491774,-3.159045,2.8230417,GSE14908_ATOPIC_VS_NONATOPIC_PATIENT_RESTING_CD4_TCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
878,8.100752,13.475731,-3.537252,-21.139563,-1.0873015,-13.9465685,-15.934541,-8.937418,0.09883813,1.5467426,-5.3442826,0.37670594,GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
879,9.540307,9.396361,-3.4158313,-16.515425,-0.24112679,-9.4894,-10.325859,-7.127645,7.8397846,1.1482852,-3.2951763,5.662572,GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
880,5.050927,6.1676674,-3.919717,-21.430536,-2.3211458,-11.444421,-13.52007,-3.0853384,1.2791944,3.4780605,-16.014807,3.2302396,GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_MIR155_KO_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
881,6.509367,6.0084696,-4.0704927,-20.387793,-1.0545298,-14.094166,-16.08692,-8.847339,2.7825952,0.79127353,-4.9261804,3.1484432,GSE20366_TREG_VS_TCONV_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
882,6.816289,8.075672,-7.369349,-18.879765,-1.4777721,-12.149503,-16.363342,-9.119809,7.9359746,1.6661366,-3.6552098,4.694146,GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
883,8.511366,14.748625,-3.8597906,-21.360968,-1.8418652,-14.302954,-16.224775,-9.30317,2.7268448,4.0546494,-15.488603,1.9006939,GSE3920_UNTREATED_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
884,5.627839,14.904502,-3.7583919,-20.367424,-2.2409804,-14.165987,-14.154626,-2.1661212,1.1153653,2.1809554,-3.4236262,1.1414711,GSE6259_FLT3L_INDUCED_VS_WT_SPLENIC_DC_33D1_POS_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
885,7.3017006,13.277713,-3.1761065,-21.653507,-0.87840295,-13.684467,-13.3603325,-2.2903419,1.618622,3.8026185,-4.010359,1.399886,GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
886,7.674309,6.491303,-3.9075332,-21.231646,-1.3019922,-13.677676,-13.388915,-3.0943081,1.1726019,2.1235669,-3.8264248,1.418385,GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
887,10.346046,11.775709,-3.8958244,-16.511099,-2.2393477,-11.582381,-14.94988,-10.290853,8.414661,2.7850547,-4.400801,1.7119561,GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
888,8.423216,7.6572585,-3.961071,-20.80643,-1.457239,-14.251063,-16.012045,-9.144558,3.0907826,2.0749226,-15.67791,3.1987543,GSE12963_UNINF_VS_ENV_AND_NEF_DEFICIENT_HIV1_INF_CD4_TCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
889,6.3582096,6.2722917,-6.609204,-20.878595,-3.0589793,-11.286367,-12.491966,-2.6397126,4.8888226,2.5816526,-4.5820584,0.3894374,GSE14308_INDUCED_VS_NATURAL_TREG_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
890,6.5940967,7.6576905,-5.038888,-22.597862,-0.34809238,-13.125901,-16.454899,-10.475264,0.91497576,2.223503,-14.810533,3.3332546,GSE10240_IL17_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
891,11.619168,12.726298,-5.6365566,-18.901005,-1.9445556,-11.550155,-12.91606,-2.9170983,4.3604927,3.4025364,-3.712544,4.49597,GSE20715_0H_VS_6H_OZONE_LUNG_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
892,11.066459,8.409895,-3.1346848,-14.769422,2.1901457,-9.9255495,-7.6116567,-5.963938,7.7272096,0.09800264,-0.54802644,6.148233,GSE6259_33D1_POS_DC_VS_BCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
893,4.747062,13.348373,-6.5987177,-16.326403,-1.6445582,-8.603898,-8.153762,-3.6328664,5.183056,5.4800253,-6.075064,4.8282785,GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
894,6.993709,6.1829906,-3.9150715,-20.23589,-1.4641588,-14.196337,-16.379902,-9.323939,2.988188,1.279655,-15.492326,3.4469862,GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_129_MOUSE_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
895,9.138658,8.851856,-3.0863843,-16.34551,0.38991195,-9.124451,-10.700436,-6.922461,2.5985212,1.4344141,-4.628442,5.03945,GSE43863_NAIVE_VS_MEMORY_LY6C_INT_CXCR5POS_CD4_TCELL_D150_LCMV_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
896,6.5728865,12.0495405,-6.479979,-21.251831,-1.0863503,-14.204296,-13.360869,-2.346912,2.0759861,3.762094,-4.8337855,1.0878553,GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
897,8.870248,5.50778,-3.689998,-21.048733,-1.5749657,-14.292095,-16.440453,-9.627907,6.1673627,1.3506131,-15.111405,3.7507527,GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
898,6.2565064,12.65872,-4.089346,-21.002653,-1.6630367,-14.095542,-13.099415,-2.6188476,2.3759654,4.532877,-3.5783718,1.5436145,GSE4590_LARGE_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
899,7.996224,7.2280135,-6.097188,-21.869057,-1.3254676,-14.030629,-13.639026,-2.390035,1.920451,4.3724174,-4.594964,1.8431604,GSE10239_MEMORY_VS_KLRG1HIGH_EFF_CD8_TCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
900,8.332126,15.348336,-4.052514,-21.031473,-1.8993131,-12.694582,-16.183805,-9.426212,2.2606244,4.5078483,-4.494225,1.786678,GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
901,6.6880083,9.416046,-3.1977673,-17.849756,-1.7248614,-14.216384,-16.302645,-9.150697,5.557152,2.7343113,-4.200952,3.1113768,GSE24671_CTRL_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
902,7.047076,4.3665485,-4.9073977,-20.40914,-2.7503438,-9.974427,-12.88797,-6.0938387,4.508099,-1.4612054,-8.972801,1.1378815,GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
903,11.1248665,10.466016,-2.9586227,-22.404154,-1.2409326,-13.686539,-13.156332,-9.221964,6.0419507,-1.0571998,-3.7245486,2.3618455,GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
904,9.302493,7.1833334,-3.7307763,-21.464722,-1.7489066,-14.079626,-16.172361,-9.182049,7.7093673,-1.2705258,-9.125519,2.2628722,GSE27786_NEUTROPHIL_VS_MONO_MAC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
905,6.5786037,9.110901,-3.3248293,-21.819233,-2.248272,-13.956379,-16.441715,-9.189486,5.297606,0.43924505,-15.160686,1.7009579,GSE3982_NEUTROPHIL_VS_TH2_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
906,5.487496,11.243853,-3.3109953,-21.196236,-1.7642498,-13.594769,-16.250298,-9.899465,0.95936006,2.779079,-5.576996,3.0162814,GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
907,9.133592,8.458478,-4.242627,-17.430128,-1.3965071,-11.209787,-10.041812,-5.4968185,6.3872743,1.7763429,-4.782771,4.66989,GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD8_TCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
908,9.014193,12.392501,-3.4200644,-21.063274,-0.7614884,-13.6326885,-15.886326,-9.480735,0.85249335,2.8270626,-4.0398765,1.4109575,GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
909,11.08128,8.404979,-3.3720832,-13.902014,2.3747275,-10.518488,-8.017667,-5.8208785,7.085685,-0.476746,-1.1650469,5.859592,GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
910,6.431062,11.909817,-3.2951014,-21.117716,-0.69378304,-14.060041,-15.805332,-9.421567,7.6845675,3.1145446,-4.102191,1.7745267,GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
911,12.651791,12.302724,-3.5193067,-20.902187,-0.6437815,-14.229782,-16.092129,-9.501365,1.922753,4.283332,-3.71044,1.0895077,GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
912,11.672656,10.617103,-3.863027,-21.407812,-1.2719252,-13.464309,-16.00411,-9.488845,2.895339,3.8639657,-4.665239,3.2489567,GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
913,6.1920567,15.747248,-3.02248,-21.499002,-2.6753159,-11.928303,-13.419257,-2.7993684,1.1557256,3.3277082,-4.764416,1.3143198,GSE22432_MULTIPOTENT_PROGENITOR_VS_PDC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
914,3.8026805,14.205313,-4.018663,-21.08735,-1.4589025,-14.024118,-16.159788,-9.138087,1.4898295,3.4718034,-15.440974,1.8024029,GSE22229_UNTREATED_VS_IMMUNOSUPP_THERAPY_RENAL_TRANSPLANT_PATIENT_PBMC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
915,5.0933294,6.4766808,-7.142036,-17.37804,-1.5230777,-13.730984,-16.136732,-9.364825,1.5806916,1.9198058,-15.317071,1.3975279,GSE19888_CTRL_VS_A3R_ACT_TREATED_MAST_CELL_PRETREATED_WITH_A3R_INH_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
916,11.026273,8.94676,-2.334617,-13.572766,2.2293808,-9.331265,-7.4233913,-6.5076127,6.93063,-1.1379905,-0.32225785,5.597695,GSE26290_WT_VS_PDK1_KO_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
917,8.261509,10.552335,-3.3299341,-21.49835,-1.5004773,-12.73308,-13.43485,-1.8181627,1.5453386,2.5119302,-5.5192337,2.4890301,GSE39556_CD8A_DC_VS_NK_CELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
918,6.305434,7.390908,-7.7352853,-17.885508,-0.5267172,-11.859726,-9.589444,-3.5620868,5.508842,3.8593194,-2.7717803,3.7405899,GSE20366_TREG_VS_NAIVE_CD4_TCELL_DEC205_CONVERSION_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
919,3.9326806,13.692151,-4.0943522,-21.761005,-2.1238985,-13.957899,-16.02339,-8.754022,2.1757047,2.6994352,-3.927879,3.0576205,GSE6875_TCONV_VS_FOXP3_KO_TREG_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
920,5.579725,13.650537,-4.233491,-21.07608,-2.2150521,-12.037959,-16.528116,-9.378714,3.346475,4.1676035,-2.7951033,2.6953552,GSE43955_10H_VS_60H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
921,5.022602,8.776501,-8.760798,-20.832586,0.21227561,-14.052128,-12.341332,-7.301029,2.3765392,0.8748781,-3.883488,-0.25142494,GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
922,9.986117,14.531937,1.7812326,-14.678517,2.7168927,-7.0531487,-8.772155,-9.415451,4.2533784,4.861462,-0.60348356,3.7451446,GSE8515_CTRL_VS_IL6_4H_STIM_MAC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
923,12.108651,11.53102,-3.719385,-21.231327,-2.775923,-14.233608,-16.677517,-8.736761,1.1318187,3.0321639,-5.8508463,2.130365,GSE21927_SPLEEN_VS_4T1_TUMOR_MONOCYTE_BALBC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
924,6.2257447,13.279581,-6.9394197,-20.8713,-3.0791278,-12.533618,-13.578097,-2.2550132,2.8078277,4.082735,-4.2219186,1.1802056,GSE17721_CTRL_VS_LPS_6H_BMDC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
925,5.624742,7.8788266,-4.008211,-21.072718,-1.0115916,-14.221828,-10.833478,-3.2365906,1.7671696,2.6601844,-15.378734,1.6038736,GSE42021_CD24INT_TREG_VS_CD24INT_TCONV_THYMUS_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
926,4.747629,15.5524,-4.956913,-20.89814,-1.5676762,-13.989042,-16.087086,-9.022001,1.1764277,3.7161305,-15.626709,1.7106003,GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
927,5.410962,11.741055,-3.6887286,-20.457823,-1.2208506,-14.100409,-13.759362,-1.8752545,2.1685565,4.017921,-5.4716144,1.5254741,GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
928,8.128641,11.544141,-4.0211644,-20.329464,-0.85642457,-13.992012,-16.101318,-9.209783,0.9420026,3.3085732,-4.931556,2.1638267,GSE40274_FOXP3_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
929,5.3005657,8.910912,-8.576288,-20.839869,0.19176428,-13.754297,-12.246232,-6.815374,2.0921807,1.4418722,-4.2185025,0.3543568,GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
930,8.897688,14.793392,-2.6965423,-21.095308,-1.7213457,-11.970917,-16.760656,-10.815947,4.6323133,3.0640492,-3.9295213,3.1420016,GSE8835_HEALTHY_VS_CLL_CD4_TCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
931,4.4079447,7.9551034,-4.078713,-20.9357,-2.4726264,-14.046428,-16.429976,-9.1011715,-0.23208535,3.9445827,-3.698623,-0.11642139,GSE17721_0.5H_VS_8H_LPS_BMDC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
932,3.9406114,14.331932,-5.282802,-17.113005,-1.9278215,-13.15493,-16.474253,-8.742948,4.742176,4.35478,-4.699057,3.8971677,GSE12001_MIR223_KO_VS_WT_NEUTROPHIL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
933,5.71788,7.2437873,-4.703392,-21.167292,-1.1489878,-13.739684,-16.407522,-9.27964,2.2930274,3.769514,-4.243111,1.0435665,GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_2H_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
934,9.617341,12.976798,-6.6752973,-21.99613,-4.05812,-13.17633,-12.673405,-1.9667891,0.8867947,1.9235307,-6.9742513,4.1156507,GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
935,9.151786,12.525374,-3.7234836,-21.80132,-1.7641222,-13.893408,-16.527613,-9.137186,1.3492103,1.9267246,-4.562809,1.7711155,GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
936,6.0168376,16.0377,-3.600679,-21.870441,-2.5392628,-14.087515,-13.616772,-2.3228645,2.9718199,4.374089,-15.7535715,2.046856,GSE18893_TCONV_VS_TREG_2H_TNF_STIM_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
937,5.9149494,13.605373,-5.5894265,-19.812578,-3.1860516,-12.246537,-12.709638,-2.4936178,1.5600948,1.4710518,-3.8419695,1.5256846,GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
938,9.203289,11.832229,-4.029378,-21.488054,-1.5258061,-13.937966,-16.42666,-8.798656,4.4829817,2.4446576,-15.466137,1.858204,GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
939,9.100611,5.2373276,-1.3669841,-20.077524,-2.816498,-14.837753,-17.392809,-12.250215,5.999056,1.0349411,-4.86183,3.8512676,GSE9006_TYPE_1_DIABETES_AT_DX_VS_4MONTH_POST_DX_PBMC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
940,11.410165,12.173589,-3.560683,-21.562012,-1.9201118,-12.500689,-16.451862,-9.327826,1.5988867,4.178656,-5.0664363,2.3136163,GSE9601_UNTREATED_VS_NFKB_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
941,4.1653547,8.325513,-2.899693,-22.650272,-2.126868,-12.232841,-13.788345,-2.731913,3.6744683,3.6519973,-4.209668,1.971811,GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
942,10.269172,10.095857,-4.0275383,-19.400427,-1.4902602,-11.313218,-9.857292,-5.4000196,5.4996624,1.8923813,-3.409545,3.6625984,GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
943,5.6064653,14.129153,-3.4936876,-21.535206,-1.3491964,-13.542168,-13.6935005,-2.1400867,2.063114,3.9778156,-4.315536,1.2693172,GSE24142_ADULT_VS_FETAL_DN3_THYMOCYTE_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
944,9.593987,8.700007,-2.6912398,-17.05311,-2.1198094,-9.903393,-15.926659,-10.800485,7.6021824,1.434824,-5.7306542,4.0388503,GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
945,4.4580436,13.368526,-4.8414345,-17.125063,-0.83857965,-11.087708,-10.671692,-5.235317,5.1944346,3.2481918,-3.866199,4.536874,GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
946,7.549464,8.979456,-3.6710634,-20.970852,-2.4097114,-13.796606,-16.276382,-9.526724,6.4018383,0.5691529,-5.219522,2.7394004,GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
947,5.0920854,12.22187,-3.5882223,-21.811098,-1.9576999,-13.845382,-13.994655,-1.9274436,1.963794,4.224847,-4.6234536,1.2456605,GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
948,9.803994,13.178601,-5.905787,-21.772636,-2.6885478,-13.129248,-13.653288,-2.0462356,1.231584,2.6577845,-4.055146,1.4954972,GSE3982_EOSINOPHIL_VS_DC_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
949,5.827133,7.322458,-3.8533664,-21.231735,-0.48689035,-12.771128,-13.616226,-2.5754776,1.7673889,3.6925087,-3.8294826,1.857329,GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
950,7.8420954,10.122034,-3.6612487,-20.263937,-2.6708727,-11.823892,-13.709477,-3.1286638,2.3040104,4.383171,-3.582113,1.455685,GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
951,11.286248,8.442361,-2.9551291,-13.94263,2.4568205,-9.949362,-7.6832337,-5.6488986,7.594797,-0.16782708,-0.8756643,6.273865,GSE37301_HEMATOPOIETIC_STEM_CELL_VS_RAG2_KO_NK_CELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
952,9.622191,11.927707,-4.1324944,-22.467672,-3.5366523,-12.406157,-13.498924,-2.3671823,3.771671,0.10085131,-4.595576,0.966859,GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
953,4.5885043,8.17962,-6.073922,-18.270016,-2.8475316,-13.797592,-16.429155,-9.311456,0.48664996,3.3357658,-5.295141,2.9385915,GSE19198_6H_VS_24H_IL21_TREATED_TCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
954,5.407693,8.079357,-4.258741,-21.129456,-1.6525689,-13.831856,-16.947182,-10.616162,0.23546581,3.1509929,-5.2862353,2.8697574,GSE2585_AIRE_KO_VS_WT_CD80_HIGH_MTEC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
955,6.5930157,6.5584683,-2.0498452,-20.969362,-2.0482323,-12.326908,-12.558454,-2.80684,2.2842667,2.0890863,-4.259355,1.9945977,GSE14000_4H_VS_16H_LPS_DC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
956,2.5280836,13.297555,-3.5068216,-22.18229,-1.5307262,-13.656041,-16.189804,-9.433502,0.5052808,2.483955,-15.750738,2.0779462,GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_FOXP3_TRASDUCED_CD4_TCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
957,7.6324096,13.247333,-3.6243348,-22.563652,-1.4253935,-12.118722,-12.410404,-2.9724538,2.2588239,2.7861903,-3.7818048,2.4236233,GSE17721_CTRL_VS_LPS_4H_BMDC_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
958,8.594312,9.190558,-8.16536,-15.99256,-3.5523062,-14.932882,-13.004886,-0.024996528,1.948712,3.5664153,-1.2129954,1.0435663,GSE3982_DC_VS_NKCELL_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
959,8.044813,10.109537,-3.3552856,-21.665512,-1.3861518,-13.1011915,-16.264046,-8.827757,1.4630318,2.0788243,-15.399499,1.7429801,GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
960,2.9568968,13.101714,-4.5157514,-21.564342,-1.8310577,-13.352638,-16.315224,-9.266875,3.08642,-12.789279,-15.548019,1.7549974,GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
961,5.424755,9.563047,-3.6355052,-21.498575,-2.1062603,-13.431743,-16.6303,-9.293235,1.762226,2.6372254,-15.610892,2.2753663,GSE20727_DNFB_ALLERGEN_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
962,9.21934,14.819946,-3.5838556,-21.84984,-2.7825644,-14.000436,-12.991935,-2.695166,2.3511398,4.380383,-4.2143474,1.1979408,GSE3982_EOSINOPHIL_VS_DC_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
963,6.293356,12.422623,-3.8963163,-22.198582,-2.2638657,-13.977831,-15.986349,-9.411506,2.108318,3.1772935,-5.2962427,2.4663696,GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
964,6.8307023,14.486934,-6.000665,-21.376537,-3.2060003,-12.0398035,-13.419457,-2.504173,2.6756938,3.239272,-3.300844,1.8932666,GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
965,5.128705,11.311604,-6.35765,-21.517195,-2.4867795,-13.873092,-16.028534,-9.21553,2.6692934,4.3700366,-4.6426163,1.2638391,GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_UP,ImmuneSig,#D3D3D3,ImmuneSig,#D3D3D3,
