,Jaccard,Jaccard,CD8 T,CD8 T,B,B,Memory CD4 T,Memory CD4 T,CD14+ Mono,CD14+ Mono,Naive CD4 T,Naive CD4 T,Total weight,P,C1,C2,Multiplex PageRank,PageRank-Jaccard,gene set size,membership,ID,Description
825,9.329137,6.708382,11.431291,-3.3437386,12.019998,-5.8082886,17.661453,14.845385,9.4098015,4.852955,15.939301,-5.4963284,#5e4fa2,#b11747,#b41947,#b41947,#5e4fa2,#5e4fa2,#5e4fa2,#1f77b4,GO:0007049,cell cycle
826,9.160686,6.157684,10.934087,-3.8194656,11.855082,-6.186958,17.809563,14.310758,8.008399,4.615875,15.341384,-7.9914236,#5e4fa2,#c72e4c,#b61b48,#b11747,#a40844,#4273b3,#5e4fa2,#1f77b4,GO:0007051,spindle organization
827,9.176178,6.1211824,10.833199,-3.7836523,11.64763,-6.3110847,17.764711,14.281386,7.8173485,4.646751,15.447588,-8.065075,#5e4fa2,#c72e4c,#c9314c,#b61b48,#a00343,#358bbc,#5e4fa2,#1f77b4,GO:0007052,mitotic spindle organization
828,8.993512,6.7490797,11.050638,-3.4455986,11.987822,-5.9705615,17.559538,14.321653,8.431335,4.533171,15.676391,-5.581676,#5e4fa2,#ba2049,#b81e48,#af1446,#d7414e,#5e4fa2,#5e4fa2,#1f77b4,GO:0007059,chromosome segregation
829,8.852451,6.945779,11.134585,-3.4764123,13.47574,-10.990338,21.643772,15.927592,6.3746095,-1.6304016,17.311651,-13.345355,#5e4fa2,#fff5ae,#de4c4b,#c72e4c,#9e0142,#e4f498,#5e4fa2,#1f77b4,GO:0007062,sister chromatid cohesion
830,8.675993,6.8404346,13.475143,-9.154593,13.601738,-11.022425,25.03772,16.392807,6.356647,-1.7029916,17.591928,-13.367429,#5e4fa2,#bc2249,#e1504b,#e2514a,#fa9b58,#fcfeba,#5e4fa2,#ff7f0e,GO:0007063,regulation of sister chromatid cohesion
831,8.7552805,6.8859916,13.932877,-9.040529,13.483084,-11.104043,21.816698,15.997051,6.410241,-1.7566189,17.440378,-13.3911705,#5e4fa2,#ee6445,#eb6046,#ea5e47,#a20643,#fee593,#5e4fa2,#ff7f0e,GO:0007064,mitotic sister chromatid cohesion
832,8.741435,6.341618,13.790842,-10.0789995,14.920052,-11.721911,26.05266,17.289392,6.553484,-2.7548144,18.457253,-13.923697,#5e4fa2,#a40844,#e85b48,#e95c47,#5e4fa2,#fdbf6f,#5e4fa2,#ff7f0e,GO:0007076,mitotic chromosome condensation
833,9.204461,6.2032638,10.60235,-3.827783,10.663976,-7.401162,17.815756,14.119296,7.7190757,4.7431417,15.425783,-8.378513,#5e4fa2,#a40844,#da464d,#da464d,#a00343,#69c3a5,#5e4fa2,#9467bd,GO:0007080,mitotic metaphase plate congression
834,8.89132,6.655906,9.870747,-2.1340413,8.984419,-6.0108557,16.6805,14.0578575,5.616093,3.653832,14.687498,-4.401429,#5e4fa2,#d0384e,#ed6246,#e3534a,#a20643,#5e4fa2,#5e4fa2,#9467bd,GO:0007088,regulation of mitotic nuclear division
835,8.808926,6.577342,9.885721,-2.174685,8.988671,-6.0382023,16.641287,14.025515,5.5268683,3.6789572,14.675148,-4.388596,#5e4fa2,#9e0142,#fdc171,#fdc372,#a70b44,#5e4fa2,#5e4fa2,#9467bd,GO:0007091,metaphase/anaphase transition of mitotic cell cycle
836,9.460451,7.0076675,11.066434,-2.86118,11.545967,-6.0889997,17.246307,14.919956,9.637383,5.498688,15.275235,-4.911242,#5e4fa2,#a20643,#cd364d,#cd364d,#a90d45,#5e4fa2,#5e4fa2,#1f77b4,GO:0007093,mitotic cell cycle checkpoint signaling
837,8.563003,6.7889943,9.810709,-2.067074,8.882255,-6.1064553,16.556986,13.9656,5.50762,3.639477,14.582916,-4.2935047,#5e4fa2,#9e0142,#feec9f,#feec9f,#ad1246,#5e4fa2,#5e4fa2,#9467bd,GO:0007094,mitotic spindle assembly checkpoint signaling
838,9.349603,7.093276,11.035283,-2.8779461,11.50148,-6.203588,17.207045,14.978119,9.663955,5.5342097,15.350842,-4.9647355,#5e4fa2,#f36b43,#f26944,#e55749,#9e0142,#cfec9d,#5e4fa2,#ff7f0e,GO:0007095,mitotic G2 DNA damage checkpoint signaling
839,8.855329,6.612388,13.030817,-9.011365,14.930738,-10.758995,24.525831,16.241968,6.98708,-1.7299232,17.894028,-12.347361,#5e4fa2,#cb334d,#e1504b,#e45549,#fafdb7,#feefa3,#5e4fa2,#ff7f0e,GO:0007096,regulation of exit from mitosis
840,10.144561,1.8643268,12.598083,-6.475563,15.303399,-9.880607,23.072132,15.707267,7.0152516,-0.78508395,18.025322,-11.7048,#5e4fa2,#fca85e,#d8434e,#d9444d,#a40844,#feeda1,#5e4fa2,#2ca02c,GO:0007097,nuclear migration
841,9.124785,5.9424424,11.151825,-3.7599301,10.81519,-7.214782,18.039824,14.31464,7.872071,4.568094,15.636882,-8.221919,#5e4fa2,#de4c4b,#b61b48,#b61b48,#a00343,#439bb5,#5e4fa2,#1f77b4,GO:0007098,centrosome cycle
842,9.018007,5.8587174,10.781406,-3.931814,11.0980625,-7.527456,20.733168,16.950138,8.895758,0.37855223,16.643873,-8.505122,#5e4fa2,#a70b44,#e95c47,#ea5e47,#a20643,#f9fcb5,#5e4fa2,#9467bd,GO:0007099,centriole replication
843,8.993119,5.9311595,13.373573,-9.925325,14.469776,-11.635587,25.65864,16.824474,6.467855,-2.7334118,18.841747,-13.512256,#5e4fa2,#a90d45,#e75948,#e85b48,#5e4fa2,#feda86,#5e4fa2,#ff7f0e,GO:0007100,mitotic centrosome separation
844,8.924284,7.056005,11.517724,-3.9979763,12.247502,-6.9373956,24.385183,18.13811,8.638508,0.8915761,17.473673,-9.364725,#5e4fa2,#a70b44,#e3534a,#e45549,#9e0142,#7ecca5,#5e4fa2,#1f77b4,GO:0007127,meiosis I
845,8.935938,7.027385,14.312216,-10.270091,13.792136,-11.684223,24.628176,18.113651,7.225566,-3.0750735,18.82085,-14.502917,#5e4fa2,#b61b48,#df4e4b,#e3534a,#f7844e,#f4faad,#5e4fa2,#ff7f0e,GO:0007129,homologous chromosome pairing at meiosis
846,8.856425,6.9864593,14.081631,-9.904206,14.009906,-11.482759,24.95242,17.89835,7.063782,-2.5440202,18.455372,-14.187236,#5e4fa2,#a20643,#e85b48,#e95c47,#5e4fa2,#fee08b,#5e4fa2,#ff7f0e,GO:0007130,synaptonemal complex assembly
847,9.014248,7.1542625,14.30583,-10.140297,13.763356,-11.603036,24.64672,18.044926,6.898303,-3.0393856,18.72193,-14.373459,#5e4fa2,#ab0f45,#e55749,#e75948,#fff5ae,#ecf7a1,#5e4fa2,#ff7f0e,GO:0007131,reciprocal meiotic recombination
848,8.943032,6.9866524,12.819097,-5.71511,12.37863,-7.3396816,21.586134,15.81928,8.469489,0.5812994,17.11983,-9.522679,#5e4fa2,#cb334d,#e3534a,#cb334d,#9e0142,#fff8b4,#5e4fa2,#9467bd,GO:0007140,male meiotic nuclear division
849,8.942214,7.009152,12.73711,-5.851242,12.337221,-7.3671193,21.6957,15.891941,8.449588,0.5949738,17.056105,-9.489227,#5e4fa2,#ee6445,#ee6445,#c52c4b,#9e0142,#fee18d,#5e4fa2,#9467bd,GO:0007141,male meiosis I
850,8.8826885,6.959101,12.673771,-5.869452,12.4057255,-7.38015,21.60042,15.782469,8.46556,0.57466143,17.072464,-9.479928,#5e4fa2,#a70b44,#d23a4e,#cd364d,#9e0142,#fff7b2,#5e4fa2,#9467bd,GO:0007143,female meiotic nuclear division
851,13.003529,5.439448,13.683383,-2.7606409,12.384934,-3.6519566,19.283182,17.241434,10.884034,3.4721994,18.203175,-5.995812,#5e4fa2,#b41947,#ba2049,#ba2049,#5e4fa2,#5e4fa2,#5e4fa2,#1f77b4,GO:0007155,cell adhesion
852,10.736382,1.0738031,13.713049,-9.330039,14.783413,-11.083269,25.497986,16.556482,6.8678403,-2.5177176,18.534342,-13.0675335,#5e4fa2,#ad1246,#e55749,#e85b48,#5e4fa2,#feeda1,#5e4fa2,#ff7f0e,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules
853,10.3216305,1.0581118,13.996095,-10.15238,13.809745,-10.563946,25.70789,17.39795,6.7364817,-2.1261523,18.733822,-13.329646,#5e4fa2,#b41947,#e3534a,#e55749,#5e4fa2,#fee797,#5e4fa2,#ff7f0e,GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
854,13.129764,5.754491,14.426089,-2.4380717,12.465669,-3.2654114,19.575405,17.715452,11.675908,3.1453454,18.695503,-6.297036,#5e4fa2,#d23a4e,#b81e48,#b81e48,#5e4fa2,#5e4fa2,#5e4fa2,#1f77b4,GO:0007159,leukocyte cell-cell adhesion
855,11.517124,2.5877378,11.472172,-5.771584,14.424182,-6.896219,19.189245,13.249832,7.5854506,2.714052,15.887608,-7.638282,#5e4fa2,#cb334d,#be254a,#b81e48,#a20643,#5e4fa2,#5e4fa2,#1f77b4,GO:0007160,cell-matrix adhesion
856,13.2178,5.799651,14.533352,-2.2775292,12.590758,-3.2619941,19.745104,17.777882,11.586517,3.107731,18.622837,-6.208371,#5e4fa2,#b81e48,#ba2049,#ba2049,#f67a49,#5e4fa2,#5e4fa2,#1f77b4,GO:0007162,negative regulation of cell adhesion
857,11.043101,1.636597,12.099664,-5.7079263,13.956943,-6.539175,22.721025,15.748963,8.686172,2.7697906,18.087809,-9.106806,#5e4fa2,#d7414e,#bc2249,#b11747,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007163,establishment or maintenance of cell polarity
858,12.660932,0.5593129,12.391173,-6.6217847,15.201755,-7.2118773,22.790987,15.271454,7.7254195,1.6053667,18.04732,-10.481796,#5e4fa2,#b81e48,#d43d4f,#d7414e,#9e0142,#3880b9,#5e4fa2,#2ca02c,GO:0007164,establishment of tissue polarity
859,10.602763,4.1321516,12.806869,-2.6325018,12.716535,-4.5881104,18.749628,15.617728,9.682881,3.3935149,16.800085,-5.832525,#5e4fa2,#a70b44,#ba2049,#ba2049,#5e4fa2,#5e4fa2,#5e4fa2,#1f77b4,GO:0007166,cell surface receptor signaling pathway
860,10.674211,4.0404344,12.384444,-2.8852901,12.763146,-5.078234,18.902517,15.588517,9.383499,3.5331614,16.840189,-5.89991,#5e4fa2,#a90d45,#ba2049,#ba2049,#5e4fa2,#5e4fa2,#5e4fa2,#1f77b4,GO:0007167,enzyme linked receptor protein signaling pathway
861,10.683414,4.0109224,12.557789,-3.4174879,12.795857,-5.08387,18.913584,15.675027,9.514896,3.5572212,17.003183,-5.7707624,#5e4fa2,#b11747,#bc2249,#ba2049,#f26944,#5e4fa2,#5e4fa2,#1f77b4,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway
862,10.861334,4.128486,13.346124,-2.906113,13.170338,-8.242999,21.963364,15.724301,9.267794,2.5165038,17.14024,-9.560791,#5e4fa2,#da464d,#c32a4b,#c52c4b,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007173,epidermal growth factor receptor signaling pathway
863,10.853086,4.1047554,14.058753,-9.042269,14.197846,-11.104325,23.68309,16.698631,6.2948008,-2.6749823,17.1142,-10.163153,#5e4fa2,#ad1246,#e3534a,#e55749,#5e4fa2,#feefa3,#5e4fa2,#ff7f0e,GO:0007175,negative regulation of epidermal growth factor-activated receptor activity
864,10.851212,4.051206,14.179737,-8.993821,14.191282,-11.126403,23.635351,16.706907,9.256791,2.4462972,17.160477,-10.1627035,#5e4fa2,#d0384e,#e85b48,#e75948,#d7414e,#b1dfa3,#5e4fa2,#ff7f0e,GO:0007176,regulation of epidermal growth factor-activated receptor activity
865,13.116187,2.1853304,12.357124,-2.614751,12.729181,-5.2314944,19.608648,15.539941,8.909621,3.0511363,16.940601,-6.1066318,#5e4fa2,#ad1246,#be254a,#be254a,#af1446,#5e4fa2,#5e4fa2,#1f77b4,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway
866,13.196821,2.192215,12.342049,-2.6712427,12.718698,-5.217645,19.475334,15.511792,8.9586115,3.0236492,17.007595,-6.1076694,#5e4fa2,#be254a,#c52c4b,#c32a4b,#a00343,#5e4fa2,#5e4fa2,#1f77b4,GO:0007179,transforming growth factor beta receptor signaling pathway
867,13.225574,1.9158576,12.703078,-8.32971,14.468387,-9.020683,24.460478,15.444762,6.9706044,0.12873471,17.36939,-12.060859,#5e4fa2,#e55749,#dc484c,#d9444d,#b61b48,#f9fcb5,#5e4fa2,#ff7f0e,GO:0007183,SMAD protein complex assembly
868,9.435293,0.059822366,15.398908,-5.0739565,13.06578,-5.605644,18.868574,16.17621,9.934721,3.736738,17.387474,-5.7059474,#5e4fa2,#e75948,#b81e48,#ad1246,#a40844,#5e4fa2,#5e4fa2,#1f77b4,GO:0007186,G protein-coupled receptor signaling pathway
869,8.765241,0.48160708,15.85974,-2.6410036,14.242032,-11.595281,20.285753,18.522026,12.319695,3.41341,19.991598,-11.50693,#5e4fa2,#fdb567,#df4e4b,#dd4a4c,#e1504b,#eef8a4,#5e4fa2,#9467bd,GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
870,8.467233,0.4272653,13.849256,-7.0257187,15.625684,-10.890751,21.027075,15.295213,9.626514,0.5227331,16.857206,-8.960009,#5e4fa2,#e2514a,#ba2049,#c32a4b,#9e0142,#4b68ae,#5e4fa2,#9467bd,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
871,8.410189,0.31673864,13.771864,-7.1241126,15.568537,-10.932838,21.16331,15.446858,9.571259,0.4049435,16.641106,-9.681448,#5e4fa2,#e6f598,#e1504b,#ba2049,#9e0142,#49a2b2,#5e4fa2,#9467bd,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
872,8.34001,0.42548162,16.21663,-5.8691072,16.387043,-6.968887,22.698946,12.583255,12.878699,0.06431522,20.648476,-4.9302263,#5e4fa2,#f6fbb0,#e1504b,#ad1246,#a70b44,#feea9b,#5e4fa2,#9467bd,GO:0007190,activation of adenylate cyclase activity
873,8.597791,0.45249733,13.998299,-7.4028544,15.39834,-10.960202,21.740969,15.07823,9.724296,1.0228795,18.61438,-12.587464,#5e4fa2,#fdc171,#df4e4b,#d7414e,#a00343,#9fd8a4,#5e4fa2,#ff7f0e,GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
874,8.404084,0.500837,13.590833,-7.5917892,13.694175,-10.946013,25.796625,16.84206,8.28869,-0.3374801,18.747732,-13.594285,#5e4fa2,#dc484c,#df4e4b,#e1504b,#e55749,#49a2b2,#5e4fa2,#ff7f0e,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
875,7.208275,1.4722315,14.156856,-8.080289,14.588585,-10.267748,23.869944,17.181246,8.096168,-0.68068904,17.812513,-11.319879,#5e4fa2,#f67a49,#dd4a4c,#e75948,#b41947,#cdeb9d,#5e4fa2,#ff7f0e,GO:0007202,activation of phospholipase C activity
876,7.636077,0.027283113,15.656584,-5.2687955,16.52165,-6.014283,22.114182,12.884106,12.435452,0.38501626,20.094185,-4.374819,#5e4fa2,#ba2049,#c9314c,#cd364d,#a90d45,#5e4fa2,#5e4fa2,#1f77b4,GO:0007204,positive regulation of cytosolic calcium ion concentration
877,6.75953,2.1205847,14.015332,-10.06457,14.514458,-10.907937,25.226257,16.679329,6.4977303,-2.3228183,18.510126,-13.945179,#5e4fa2,#af1446,#e55749,#e95c47,#5e4fa2,#f4faad,#5e4fa2,#ff7f0e,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway
878,8.741243,0.47732225,13.926079,-6.939087,15.813418,-11.1675205,21.235233,14.911594,9.400276,0.70339394,16.491331,-9.333116,#5e4fa2,#e8f69b,#dc484c,#cb334d,#9e0142,#79c9a5,#5e4fa2,#9467bd,GO:0007212,dopamine receptor signaling pathway
879,9.214852,0.7446961,14.626677,-7.1078825,14.98054,-11.337421,24.26872,17.386387,7.740498,-2.1040707,18.174004,-13.509495,#5e4fa2,#b11747,#e55749,#e75948,#5e4fa2,#c8e99e,#5e4fa2,#ff7f0e,GO:0007215,glutamate receptor signaling pathway
880,8.716833,0.59657264,13.789276,-8.888209,13.388681,-10.250984,24.81507,17.539173,7.641793,-2.6220164,19.288916,-12.674911,#5e4fa2,#ad1246,#e1504b,#e2514a,#bae3a1,#fff7b2,#5e4fa2,#ff7f0e,GO:0007218,neuropeptide signaling pathway
881,12.85987,1.655462,12.496108,-3.8251374,12.847815,-4.822308,20.945549,17.109217,9.494363,3.4290116,17.685268,-7.7315235,#5e4fa2,#f06744,#c1274a,#b41947,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007219,Notch signaling pathway
882,12.697347,0.9188355,13.647196,-5.1253266,14.171494,-10.933988,21.195986,17.151527,6.7248073,-1.4711814,18.016132,-7.9354835,#5e4fa2,#3d95b8,#e2514a,#c72e4c,#9e0142,#378ebb,#5e4fa2,#9467bd,GO:0007224,smoothened signaling pathway
883,11.573969,2.729453,11.895295,-5.588056,14.447875,-6.763437,19.289543,13.27319,11.548826,1.5156647,17.221746,-7.6631727,#5e4fa2,#e95c47,#b61b48,#a90d45,#9e0142,#5b53a4,#5e4fa2,#1f77b4,GO:0007229,integrin-mediated signaling pathway
884,11.137774,5.314962,13.400507,-2.7356844,12.338874,-4.4315586,18.907854,16.510813,10.048488,3.5095608,17.208145,-5.6895595,#5e4fa2,#b41947,#ba2049,#bc2249,#e55749,#5e4fa2,#5e4fa2,#1f77b4,GO:0007249,I-kappaB kinase/NF-kappaB signaling
885,11.342713,5.63268,13.754624,-10.011767,15.138602,-11.663615,25.31379,17.44507,6.447705,-2.7453241,18.424593,-13.189821,#5e4fa2,#a70b44,#e55749,#e85b48,#5e4fa2,#fee18d,#5e4fa2,#ff7f0e,GO:0007250,activation of NF-kappaB-inducing kinase activity
886,11.408756,5.8239107,14.4255,-8.999858,14.713338,-9.6348915,25.469706,17.63475,6.9551053,-2.6822617,18.82783,-12.825186,#5e4fa2,#ab0f45,#e2514a,#e45549,#5e4fa2,#60bba8,#5e4fa2,#ff7f0e,GO:0007252,I-kappaB phosphorylation
887,10.912145,4.921085,13.339708,-2.398717,12.0442095,-4.0558925,19.016872,16.249477,10.572086,3.2046585,17.576689,-6.2923837,#5e4fa2,#cb334d,#be254a,#bc2249,#a70b44,#5e4fa2,#5e4fa2,#1f77b4,GO:0007254,JNK cascade
888,11.323128,4.66843,14.230125,-3.686651,12.421073,-4.117403,19.639162,16.774542,9.87101,3.08526,17.420391,-9.317172,#5e4fa2,#e55749,#af1446,#b11747,#a20643,#5e4fa2,#5e4fa2,#1f77b4,GO:0007259,receptor signaling pathway via JAK-STAT
889,11.409477,4.654404,14.716016,-4.3778534,12.43725,-3.9321723,19.71716,16.634315,9.957535,2.5742965,17.508188,-9.36889,#5e4fa2,#ea5e47,#ad1246,#af1446,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007260,tyrosine phosphorylation of STAT protein
890,11.060621,2.5007923,12.789282,-4.7038193,12.735154,-5.785079,19.196766,15.730844,9.395242,3.8630435,16.327465,-6.101564,#5e4fa2,#e85b48,#b81e48,#b11747,#a90d45,#5e4fa2,#5e4fa2,#1f77b4,GO:0007264,small GTPase mediated signal transduction
891,11.061448,2.4884176,12.877489,-4.7784615,12.689502,-5.753123,19.252787,15.807568,9.403733,3.8988867,16.365156,-6.132596,#5e4fa2,#d43d4f,#c32a4b,#ad1246,#a40844,#5e4fa2,#5e4fa2,#1f77b4,GO:0007265,Ras protein signal transduction
892,11.093964,2.4058204,12.764435,-5.121046,13.096043,-6.596005,21.103676,15.86607,9.634079,1.8144343,17.023502,-8.234318,#5e4fa2,#c52c4b,#c72e4c,#c52c4b,#9e0142,#4273b3,#5e4fa2,#1f77b4,GO:0007266,Rho protein signal transduction
893,9.307807,0.6553189,12.753407,-2.7535925,13.509918,-5.344548,18.608862,15.245425,9.4672785,3.8389118,16.601444,-6.030146,#5e4fa2,#b11747,#ba2049,#bc2249,#5e4fa2,#5e4fa2,#5e4fa2,#1f77b4,GO:0007267,cell-cell signaling
894,9.221965,0.69696605,12.527816,-2.8519738,13.888047,-5.5074034,20.192286,14.84819,9.345916,3.983653,16.839136,-6.257961,#5e4fa2,#c1274a,#b81e48,#b81e48,#fca55d,#5e4fa2,#5e4fa2,#1f77b4,GO:0007268,chemical synaptic transmission
895,8.984226,1.1968311,13.085174,-1.9158466,14.513968,-5.800717,20.572783,14.766977,12.31228,1.109382,20.397423,-5.8484917,#5e4fa2,#a90d45,#d9444d,#da464d,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007269,neurotransmitter secretion
896,11.395115,1.1764494,14.361362,-5.232424,13.813541,-7.561818,22.738173,17.107368,7.9801817,-0.13413946,18.24124,-8.938054,#5e4fa2,#b81e48,#cb334d,#cb334d,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007272,ensheathment of neurons
897,9.205179,0.86586684,13.707392,-9.775002,14.812645,-11.664093,25.882574,17.29659,6.567525,-2.8255155,18.10109,-14.103169,#5e4fa2,#a40844,#e85b48,#e95c47,#5e4fa2,#fdc574,#5e4fa2,#ff7f0e,GO:0007274,neuromuscular synaptic transmission
898,10.455308,2.8632267,12.102449,-4.0832458,12.889476,-5.9747615,17.991123,15.059199,8.932458,3.7932677,16.49306,-5.8544006,#5e4fa2,#d23a4e,#b41947,#b11747,#b41947,#5e4fa2,#5e4fa2,#1f77b4,GO:0007276,gamete generation
899,10.384747,2.8727183,12.150515,-3.9630296,12.770945,-5.9045334,18.057436,15.204118,9.0339775,3.5687914,16.550766,-6.1083565,#5e4fa2,#cb334d,#b41947,#b11747,#a20643,#5e4fa2,#5e4fa2,#1f77b4,GO:0007281,germ cell development
900,10.414323,2.8577595,12.08093,-4.055943,12.813415,-5.8584256,18.03652,15.081955,8.957968,4.058828,16.511084,-5.873888,#5e4fa2,#c32a4b,#ba2049,#ba2049,#a40844,#5e4fa2,#5e4fa2,#1f77b4,GO:0007283,spermatogenesis
901,10.359286,2.6401484,12.08992,-4.1781535,12.843454,-5.8401155,19.789547,15.404508,9.2743,2.5281544,16.71206,-6.426678,#5e4fa2,#ab0f45,#da464d,#dc484c,#9e0142,#aedea3,#5e4fa2,#1f77b4,GO:0007286,spermatid development
902,10.295535,2.4143949,14.123493,-10.364793,15.050052,-11.965528,25.83303,17.88579,6.759416,-3.3078709,18.588112,-14.429921,#5e4fa2,#ad1246,#e55749,#e75948,#5e4fa2,#fee491,#5e4fa2,#ff7f0e,GO:0007288,sperm axoneme assembly
903,8.265241,6.265889,13.996403,-9.760008,14.20018,-10.531398,24.973242,17.332157,7.7098155,-2.1298032,18.435255,-13.732903,#5e4fa2,#ba2049,#e2514a,#e45549,#5e4fa2,#fecc7b,#5e4fa2,#ff7f0e,GO:0007289,spermatid nucleus differentiation
904,10.491141,3.0836318,12.172861,-4.6757393,12.872543,-6.96989,21.180819,15.80563,8.863636,2.7490242,17.58757,-8.95114,#5e4fa2,#ba2049,#c52c4b,#c52c4b,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007292,female gamete generation
905,10.306077,2.7948165,10.692987,-0.9696576,8.275013,-5.134874,15.6855755,12.44345,6.2147117,2.0008357,13.3243,-4.6803217,#5e4fa2,#a70b44,#fba35c,#fb9d59,#9e0142,#c8e99e,#5e4fa2,#9467bd,GO:0007338,single fertilization
906,8.300207,7.755642,10.643535,-0.90218866,8.20807,-5.0653887,15.732455,12.487076,5.62718,2.055775,13.292453,-4.64943,#5e4fa2,#a00343,#fdbb6c,#fdbb6c,#a20643,#fff0a6,#5e4fa2,#9467bd,GO:0007339,binding of sperm to zona pellucida
907,10.091716,2.5340405,13.867542,-9.823522,14.716214,-11.209786,25.518183,17.643974,7.1771173,-2.2307026,18.36477,-13.97077,#5e4fa2,#a40844,#e75948,#e85b48,#5e4fa2,#fedc88,#5e4fa2,#ff7f0e,GO:0007340,acrosome reaction
908,9.3944845,6.9298906,11.273845,-3.05296,11.773257,-5.9434505,17.412947,14.8392515,9.445338,5.2295046,15.613413,-5.182155,#5e4fa2,#cd364d,#be254a,#af1446,#fff3ac,#5e4fa2,#5e4fa2,#1f77b4,GO:0007346,regulation of mitotic cell cycle
909,12.936865,1.2231421,11.882197,-8.537981,15.231297,-5.5060334,24.30941,15.062879,6.4550867,-0.7901953,16.804039,-11.960282,#5e4fa2,#f57245,#e2514a,#da464d,#a00343,#5e4fa2,#5e4fa2,#d62728,GO:0007368,determination of left/right symmetry
910,13.0031185,1.4682148,12.151684,-7.2126026,12.857607,-7.718828,23.469536,15.722592,7.7657065,0.37500006,17.286648,-10.015593,#5e4fa2,#e75948,#b61b48,#b41947,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007369,gastrulation
911,12.870862,1.1075753,12.170989,-4.4227715,14.171357,-5.2490344,23.87258,15.030241,8.938571,3.610564,16.22637,-5.943462,#5e4fa2,#be254a,#ba2049,#b41947,#a70b44,#5e4fa2,#5e4fa2,#1f77b4,GO:0007389,pattern specification process
912,12.991092,1.3401008,13.545374,-5.1103644,12.606054,-6.9640408,20.944881,15.782391,6.537937,-0.74305284,18.016132,-8.441684,#b8e2a1,#f88950,#fca55d,#e75948,#af1446,#f6fbb0,#5e4fa2,#9467bd,GO:0007398,ectoderm development
913,10.90944,1.0180079,11.871115,-4.6948175,13.451163,-5.378699,18.962091,14.596294,8.954471,3.737919,16.192097,-6.042428,#5e4fa2,#ab0f45,#b61b48,#b41947,#5e4fa2,#5e4fa2,#5e4fa2,#1f77b4,GO:0007399,nervous system development
914,11.563942,0.860179,13.603176,-9.059207,14.342181,-10.206671,25.112623,15.954695,6.5210195,-0.84225756,17.08788,-12.777501,#5e4fa2,#dd4a4c,#dd4a4c,#e1504b,#e45549,#5e4fa2,#5e4fa2,#ff7f0e,GO:0007405,neuroblast proliferation
915,10.886897,0.76649636,11.586583,-4.8357177,13.682225,-5.7488446,19.195717,14.147519,8.410458,3.7064435,15.772565,-6.594265,#5e4fa2,#c32a4b,#bc2249,#bc2249,#ba2049,#5e4fa2,#5e4fa2,#1f77b4,GO:0007409,axonogenesis
916,11.040279,0.5948133,11.87126,-5.0345025,13.819564,-6.094189,21.117174,16.319168,8.245531,3.2773418,16.60934,-7.419248,#5e4fa2,#b11747,#d63f4f,#d7414e,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007411,axon guidance
917,11.153682,0.5389992,13.724437,-8.928143,14.915429,-11.711302,25.078428,16.543365,6.8436975,-1.3383133,18.558296,-13.553275,#5e4fa2,#a90d45,#e55749,#e85b48,#5e4fa2,#f8fcb4,#5e4fa2,#ff7f0e,GO:0007413,axonal fasciculation
918,10.193799,0.98517686,11.58106,-5.5671597,15.024426,-6.00374,24.785406,18.149998,7.783495,-0.19854082,15.835495,-7.6523514,#5e4fa2,#d7414e,#ba2049,#be254a,#9e0142,#5e4fa2,#5e4fa2,#1f77b4,GO:0007416,synapse assembly
919,11.272323,0.904041,12.774574,-3.3829007,13.168554,-5.1604166,19.33213,15.271408,8.788692,3.729815,16.337376,-6.035624,#5e4fa2,#b11747,#b61b48,#b61b48,#3d79b6,#5e4fa2,#5e4fa2,#1f77b4,GO:0007417,central nervous system development
920,11.430395,0.8614368,12.610959,-3.3368955,13.144414,-5.289781,19.335089,15.254938,8.803783,3.6610448,16.370457,-5.9933333,#5e4fa2,#ba2049,#b61b48,#b61b48,#f9fcb5,#5e4fa2,#5e4fa2,#1f77b4,GO:0007420,brain development
